原文	訂正	個別評価	評価
一番前に座っている学生は親切にこっそりその歌詞を教えてくれましたが、全然うまく歌いませんでした。	一番前に座っている学生は親切にこっそりその歌詞を教えてくれましたが、全然うまく歌えませんでした。	"4,4,4"	4.0
これはガリレオというドラマの映画版です。	これはガリレオというドラマの映画版です。	"4,4,4"	4.0
しかし、日本ではCEOと労働者の格差は１１倍だ。	しかし、日本ではCEOと労働者の格差は１１倍です。	"4,4,4"	4.0
興奮しているし、気にしているし、気がとても重いです。	興奮しているし、気になるし、気がとても重いです。	"4,4,1"	3.0
しばらく前にAMAZONから「AHandbookofJapaneseFunctionWords」と言う本を買った。	しばらく前にAMAZONで「AHandbookofJapaneseFunctionWords」と言う本を買った。	"4,4,4"	4.0
無事で帰ってよかったです。	無事で帰ってよかったです。	"2,3,3"	2.6666666666666665
ちなみに、台湾の人気ウェブは"台灣論壇"や"台大PTT(BBS)"です。	ちなみに、台湾で人気ウェブは"台灣論壇"や"台大PTT(BBS)"です。	"2,3,4"	3.0
急に泣きたくなりましたーー｜｜｜	急に泣きたくなりましたーー｜	"4,4,0"	4.0
大勢な人が展覧会に見学します。	大勢の人が展覧会を見学します。	"4,4,4"	4.0
句を書く－－関の山	文章を書く－－ポレンタ	"1,1,1"	1.0
心配で心配で、転ばれないように私はずっと彼の後に付いていた。	心配で心配で、転びないように私はずっと彼の後に付いていた。	"1,2,1"	1.3333333333333333
「racecar」は、右から左呼んでも同じ「racecar」なんです。	「racecar」は、右から左に並んでも同じ「racecar」なんです。	"4,2,1"	2.3333333333333335
阿部さんは今週休みます。	阿部さんは今週は休みです。	"4,4,4"	4.0
懐かしいですね。	懐かしいですね。	"4,4,4"	4.0
二人とも「分かった」と答えた	二人とも「分かった」と答えました	"3,4,4"	3.6666666666666665
その公園の中で、多くのアトラクションと乗り物を楽しみにできているので、オーストラリア中に、その公園は一番すごいそうです。	その公園の中で、多くのアトラクションと乗り物を楽しみにしているので、オーストラリア中で、その公園は一番すごいそうです。	"3,2,3"	2.6666666666666665
＾＿＾　包装も終わりました！！	＾＿＾　包装も終わりました！！	"4,4,4"	4.0
ですから、その時の失敗に感謝します。	ですから、その時の失敗に感謝します。	"4,4,4"	4.0
気分爽快です。	気分は爽快です。	"4,4,4"	4.0
朝御飯お　飲みました。	朝御飯を飲みました。	"4,4,4"	4.0
その後、長官のその息子を丸呑みした	その後、長官のその息子を丸呑みました	"1,3,2"	2.0
先週「Torchwood」ポスターを買いました。	先週「チリコンカルネ」ポスターを買いました。	"1,1,1"	1.0
同僚はひとつ、私はふたつ食べました。	同僚は一人で、私はふたつ食べました。	"1,1,1"	1.0
そんなが慣れている。	そんなのに慣れている。	"4,3,4"	3.6666666666666665
そして10時くらいに、喫茶店でレーシャルとジョノサンとベルに会いました。	そして10時くらいに、喫茶店でレゴとミルクとベルに会いました。	"1,1,1"	1.0
月桃の葉を使って、材料を包みます。	月桃の葉を使って、材料を包みます。	"4,4,4"	4.0
チャンーーート聴きました。	冬物を聴きました。	"1,1,1"	1.0
雨が降っていたら、これはできません。	雨が降っていたら、それはできません。	"4,4,3"	3.6666666666666665
私、元気ですが、ちょっと疲れたです。	私は、元気ですが、ちょっと疲れました。	"4,4,3"	3.6666666666666665
今　わたしはチノヒルズの　こおこおに　いきます。	今わたしはチノヒルズのこおこにいっています。	"2,2,1"	1.6666666666666667
先生は頷きながらそれを受け取った。	先生は頷きながらそれを受け取った。	"4,4,4"	4.0
「自薦と推薦の人はいますか。」と先生から聞きました。	「ボンジョと推薦の人はいますか。」と先生から聞きました。	"1,1,1"	1.0
メンドクサイ～～	メンドクサイ～～	"3,3,4"	3.3333333333333335
今回ばかりは台風の影響かもしれないけど、台湾人とスカイプするたびに、問題はあまりない。	今回ばかりは台風の影響かもしれないけど、台湾人とスカイプするたびに、問題はあまりない。	"2,4,3"	3.0
もう終わりました。	やっと終わりました。	"1,4,3"	2.6666666666666665
このようなことは屋上でトバコをすって（もく）、制服を変えて、時々ちゅうと退学する。	このようなことは屋上でトバコをすって（もく）、制服を変えて、時々ちゅうと退学する。	"2,1,1"	1.3333333333333333
3時から5じまで、我々はよく運動していたので、とても楽しかったです。	3時から5時まで、我々はよく運動していたので、とても楽しかったです。	"4,4,4"	4.0
私はもう年寄りかもしれません。	私はもう年寄りかもしれません。	"4,4,4"	4.0
まー今は寝なきゃ…、	今は寝なきゃ…、	"4,4,2"	3.3333333333333335
中国は土曜日と日曜日は休みです。	中国では土曜日と日曜日は休みです。	"4,4,4"	4.0
もう一度西湖へいきたいんです。	もう一度西湖へいきたいんです。	"4,4,3"	3.6666666666666665
知った人気ウェブがあるなら、ぜひお知らせてください	知っている人気ウェブがあるなら、ぜひお知らせください	"3,4,3"	3.3333333333333335
まもなく、あの日本人も釈放されるかもしれません。	まもなく、あの日本人も釈放されるかもしれません。	"4,4,4"	4.0
私は日本語のしけんとジオグラフィのしけんをしました。	私は日本語のしけとジオグラフィのしけんをしました。	"1,1,1"	1.0
しかし、去年から日本はワーキングホリデーという政策に乗り出	しかし、去年から日本はワーキングホリデーという政策に乗り出	"1,2,1"	1.3333333333333333
それにしても、２３時にまた眠く成ります。	それにしても、２３時にまた眠くなります。	"4,4,4"	4.0
「同窓の誼は深いもので忘れるべからず、手足のように情け深く（睦まじく）協力し合え、ゆめゆめ忘れることなかれ」と。	「同窓の戦術は深いもので忘れるべからず、手足のように発布（詰めこん）協力し合え、見直さ忘れることなかれ」と。	"1,1,1"	1.0
couhainosyoukai	couhainosyokai	"0,0,0"	0
韓国に行く前にもっと韓国語を上手になりたいです。	韓国に行く前にもっと韓国語が上手になりたいです。	"4,4,3"	3.6666666666666665
私は日本語を大好きますね。	私は日本語を大好きますね。	"2,2,2"	2.0
そして、チッソ株式会社は無気力し、不注意し、とんでもなかった。	そして、チッソ株式会社は無気力だし、不注意で、とんでもなかった。	"4,4,4"	4.0
そして学生と同じような休みがあります。	そして学生と同じような休みがあります。	"4,4,4"	4.0
明日の路線はまだ決めない....旅行っで、一番大切なことは食べる物か？	明日の路線はまだ決めてない....旅行で、一番大切なことは食べる物か？	"4,4,2"	3.3333333333333335
1932年から、チッソ株式会社はたくさんアセトアルデヒドを生成していた。	1932年から、チッソ株式会社はたくさんの人々を生成していた。	"1,1,1"	1.0
それに対して、日本でもインターネット上で流行している言葉を選ぶ「ネット流行語大賞」というものがありまして、2010年の金賞は「そんな装備で大丈夫か？」という３Ｄアクションゲームのセリフでした。	それに対して、日本でもインターネット上で流行している言葉を選ぶ「ネット流行語大賞」という３Ｄアクションゲームのセリフでした。	"1,1,1"	1.0
それとも犬派ですか？	それとも犬派ですか？	"4,4,4"	4.0
